Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_50 Spectral Count	A_55 Spectral Count	A_56 Spectral Count	A_57 Spectral Count	A_61 Spectral Count	A_62 Spectral Count	A_72 Spectral Count	A_75 Spectral Count	A_76 Spectral Count	A_77 Spectral Count	A_78 Spectral Count	A_81 Spectral Count	A_82 Spectral Count	A_83 Spectral Count	G_50 Spectral Count	G_55 Spectral Count	G_56 Spectral Count	G_57 Spectral Count	G_61 Spectral Count	G_62 Spectral Count	G_72 Spectral Count	G_75 Spectral Count	G_76 Spectral Count	G_77 Spectral Count	G_78 Spectral Count	G_81 Spectral Count	G_82 Spectral Count	G_83 Spectral Count	A_50 Unique Spectral Count	A_55 Unique Spectral Count	A_56 Unique Spectral Count	A_57 Unique Spectral Count	A_61 Unique Spectral Count	A_62 Unique Spectral Count	A_72 Unique Spectral Count	A_75 Unique Spectral Count	A_76 Unique Spectral Count	A_77 Unique Spectral Count	A_78 Unique Spectral Count	A_81 Unique Spectral Count	A_82 Unique Spectral Count	A_83 Unique Spectral Count	G_50 Unique Spectral Count	G_55 Unique Spectral Count	G_56 Unique Spectral Count	G_57 Unique Spectral Count	G_61 Unique Spectral Count	G_62 Unique Spectral Count	G_72 Unique Spectral Count	G_75 Unique Spectral Count	G_76 Unique Spectral Count	G_77 Unique Spectral Count	G_78 Unique Spectral Count	G_81 Unique Spectral Count	G_82 Unique Spectral Count	G_83 Unique Spectral Count	A_50 Total Spectral Count	A_55 Total Spectral Count	A_56 Total Spectral Count	A_57 Total Spectral Count	A_61 Total Spectral Count	A_62 Total Spectral Count	A_72 Total Spectral Count	A_75 Total Spectral Count	A_76 Total Spectral Count	A_77 Total Spectral Count	A_78 Total Spectral Count	A_81 Total Spectral Count	A_82 Total Spectral Count	A_83 Total Spectral Count	G_50 Total Spectral Count	G_55 Total Spectral Count	G_56 Total Spectral Count	G_57 Total Spectral Count	G_61 Total Spectral Count	G_62 Total Spectral Count	G_72 Total Spectral Count	G_75 Total Spectral Count	G_76 Total Spectral Count	G_77 Total Spectral Count	G_78 Total Spectral Count	G_81 Total Spectral Count	G_82 Total Spectral Count	G_83 Total Spectral Count	A_50 Intensity	A_55 Intensity	A_56 Intensity	A_57 Intensity	A_61 Intensity	A_62 Intensity	A_72 Intensity	A_75 Intensity	A_76 Intensity	A_77 Intensity	A_78 Intensity	A_81 Intensity	A_82 Intensity	A_83 Intensity	G_50 Intensity	G_55 Intensity	G_56 Intensity	G_57 Intensity	G_61 Intensity	G_62 Intensity	G_72 Intensity	G_75 Intensity	G_76 Intensity	G_77 Intensity	G_78 Intensity	G_81 Intensity	G_82 Intensity	G_83 Intensity	A_50 MaxLFQ Intensity	A_55 MaxLFQ Intensity	A_56 MaxLFQ Intensity	A_57 MaxLFQ Intensity	A_61 MaxLFQ Intensity	A_62 MaxLFQ Intensity	A_72 MaxLFQ Intensity	A_75 MaxLFQ Intensity	A_76 MaxLFQ Intensity	A_77 MaxLFQ Intensity	A_78 MaxLFQ Intensity	A_81 MaxLFQ Intensity	A_82 MaxLFQ Intensity	A_83 MaxLFQ Intensity	G_50 MaxLFQ Intensity	G_55 MaxLFQ Intensity	G_56 MaxLFQ Intensity	G_57 MaxLFQ Intensity	G_61 MaxLFQ Intensity	G_62 MaxLFQ Intensity	G_72 MaxLFQ Intensity	G_75 MaxLFQ Intensity	G_76 MaxLFQ Intensity	G_77 MaxLFQ Intensity	G_78 MaxLFQ Intensity	G_81 MaxLFQ Intensity	G_82 MaxLFQ Intensity	G_83 MaxLFQ Intensity	Indistinguishable Proteins
tr|W5PLQ9|W5PLQ9_SHEEP	W5PLQ9	W5PLQ9_SHEEP	SBDS	250	Ovis aries OX=9940	3:Protein inferred from homology	Ribosome maturation protein SBDS	1.0	0.999	10	67	67	67	3	7	7	5	11	4	3	6	3	0	5	2	5	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	3	7	7	5	11	4	3	6	3	0	5	2	5	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	3	7	7	5	11	4	3	6	3	0	5	2	5	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	103076.16	161277.66	105327.78	81218.555	174856.9	55821.035	77100.22	146501.34	63924.645	0.0	99168.76	35676.305	59659.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15532.8955	0.0	0.0	20086.668	0.0	60219.914	0.0	0.0	46106.684	39652.023	28943.322	40826.043	50287.31	32538.31	44826.742	52669.84	34818.56	0.0	40619.22	0.0	37202.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34555.363	0.0	0.0	
tr|W5PLS7|W5PLS7_SHEEP	W5PLS7	W5PLS7_SHEEP	GRB2	217	Ovis aries OX=9940	4:Protein predicted	Growth factor receptor bound protein 2	1.0	0.999	6	35	35	35	0	0	2	0	3	0	0	0	0	0	0	1	0	8	2	1	5	1	0	1	1	1	0	2	2	2	2	1	0	0	2	0	3	0	0	0	0	0	0	1	0	8	2	1	5	1	0	1	1	1	0	2	2	2	2	1	0	0	2	0	3	0	0	0	0	0	0	1	0	8	2	1	5	1	0	1	1	1	0	2	2	2	2	1	0.0	0.0	9223.162	14176.8955	22445.555	0.0	0.0	0.0	0.0	0.0	0.0	21205.322	13392.804	81736.93	35197.97	13226.864	79185.02	19008.262	0.0	17137.08	18255.367	18226.857	21566.889	31445.14	19815.709	16036.0625	29063.695	17140.223	0.0	0.0	0.0	0.0	12240.689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18977.305	20271.879	0.0	25277.64	0.0	0.0	0.0	0.0	0.0	0.0	18083.86	0.0	0.0	16715.191	0.0	
tr|W5PLV2|W5PLV2_SHEEP	W5PLV2	W5PLV2_SHEEP	ALDH2	520	Ovis aries OX=9940	3:Protein inferred from homology	Aldehyde dehydrogenase 2 family member	1.0	0.999	28	634	605	634	22	22	36	20	28	21	18	22	28	24	29	15	27	29	28	18	32	23	0	25	25	22	7	25	19	17	24	28	20	19	33	20	27	21	17	21	26	23	28	13	26	27	27	17	30	21	0	25	24	22	7	25	19	17	23	27	22	22	36	20	28	21	18	22	28	24	29	15	27	29	28	18	32	23	0	25	25	22	7	25	19	17	24	28	915317.2	810204.5	843453.5	574286.9	753895.3	843822.3	832052.94	842728.0	896700.3	707782.4	1079007.5	466529.06	877572.94	537011.06	685581.0	510358.12	975635.9	731035.25	0.0	565294.06	843136.94	597063.6	391313.06	586500.1	555482.25	582721.2	591432.56	862588.56	132595.88	104420.19	104032.734	96572.6	98650.18	126486.164	126766.12	112155.805	128905.6	106936.57	142106.05	76108.53	121726.625	64720.25	95354.56	73724.52	120347.97	95747.77	0.0	76369.57	110487.69	82209.32	68810.24	81109.14	80987.63	91144.45	81251.49	111005.03	
tr|W5PLV3|W5PLV3_SHEEP	W5PLV3	W5PLV3_SHEEP	RAB5B	227	Ovis aries OX=9940	4:Protein predicted	RAB5B, member RAS oncogene family	1.0	0.999	6	96	61	96	2	10	12	9	12	2	3	3	6	2	7	5	6	1	1	3	2	0	0	2	2	1	0	1	2	1	1	0	1	8	10	6	8	1	1	1	4	1	4	3	3	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	2	10	12	9	12	2	3	3	6	2	7	5	6	1	1	3	2	0	0	2	2	1	0	1	2	1	1	0	81657.09	180616.88	178078.95	210283.69	219725.8	76755.53	77052.914	74410.2	171179.36	92318.74	174119.31	98354.23	79557.35	16690.19	16272.52	56407.67	53068.84	10043.39	0.0	34778.832	45707.64	19416.023	20769.21	19146.777	36327.35	33985.16	15111.336	0.0	45586.39	46635.445	45792.07	55544.863	57231.65	42571.188	42903.438	41528.297	50259.906	51275.68	49868.34	36268.03	27925.361	0.0	0.0	21763.332	20099.928	0.0	0.0	19403.955	24952.838	0.0	0.0	0.0	21706.68	0.0	0.0	0.0	
tr|W5PLW6|W5PLW6_SHEEP	W5PLW6	W5PLW6_SHEEP	ACADVL	707	Ovis aries OX=9940	3:Protein inferred from homology	Acyl-CoA dehydrogenase very long chain	1.0	0.999	10	106	106	106	2	4	5	3	7	3	2	6	5	4	6	4	5	5	2	3	5	2	0	1	4	2	0	10	6	1	9	0	2	4	5	3	7	3	2	6	5	4	6	4	5	5	2	3	5	2	0	1	4	2	0	10	6	1	9	0	2	4	5	3	7	3	2	6	5	4	6	4	5	5	2	3	5	2	0	1	4	2	0	10	6	1	9	0	57730.984	68215.914	45930.438	93313.64	67358.266	54587.695	51634.953	80713.17	66833.43	81216.22	62532.0	54696.777	59878.78	37731.883	28776.205	40824.715	59649.54	35345.94	0.0	17757.31	48662.31	28601.662	23650.734	118946.5	67375.97	20344.805	104805.47	0.0	30762.496	22284.361	17828.002	24330.568	21998.277	21354.31	27618.697	21631.592	25779.178	26023.97	24081.9	21521.896	19290.898	17145.484	17081.488	15775.513	22473.85	19128.877	0.0	0.0	18660.115	15313.736	0.0	23687.9	20513.201	0.0	24329.729	0.0	
tr|W5PLY1|W5PLY1_SHEEP	W5PLY1	W5PLY1_SHEEP	EIF3H	352	Ovis aries OX=9940	3:Protein inferred from homology	Eukaryotic translation initiation factor 3 subunit H	0.997	0.999	2	7	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	1	0	0.0	5719.722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18708.686	0.0	0.0	0.0	19882.947	0.0	0.0	0.0	21921.635	21557.377	0.0	19417.531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|W5PLY2|W5PLY2_SHEEP
tr|W5PLZ0|W5PLZ0_SHEEP	W5PLZ0	W5PLZ0_SHEEP	ATP6V1B2	515	Ovis aries OX=9940	3:Protein inferred from homology	Vacuolar proton pump subunit B	1.0	0.999	28	434	308	434	0	1	0	0	0	0	0	0	1	1	0	0	0	24	28	45	22	22	0	43	26	25	13	56	47	0	46	34	0	0	0	0	0	0	0	0	0	0	0	0	0	16	22	35	14	13	0	32	19	16	10	42	36	0	32	21	0	1	0	0	0	0	0	0	1	1	0	0	0	24	28	45	22	22	0	43	26	25	13	56	47	0	46	34	0.0	26291.88	0.0	0.0	0.0	0.0	0.0	0.0	21581.783	20241.69	8509.912	0.0	0.0	355326.34	528211.2	832878.2	520912.6	488752.8	0.0	1237131.5	605304.1	562941.6	537410.8	1381078.0	1065955.9	0.0	1163071.1	886061.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45424.617	60446.316	88070.41	63861.23	60157.875	0.0	113941.57	70097.24	65543.17	82712.39	122038.49	100443.086	0.0	115510.5	99073.65	
tr|W5PM41|W5PM41_SHEEP	W5PM41	W5PM41_SHEEP	GSDME	495	Ovis aries OX=9940	3:Protein inferred from homology	Gasdermin-E	1.0	0.999	2	14	14	14	1	2	1	1	2	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1	1	2	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1	1	2	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	32811.984	40611.89	20011.736	22811.42	53401.664	16627.742	34629.91	27757.58	0.0	0.0	11920.013	24802.643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23180.31	0.0	0.0	0.0	27302.674	0.0	0.0	34621.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5PM52|W5PM52_SHEEP	W5PM52	W5PM52_SHEEP		74	Ovis aries OX=9940	4:Protein predicted	Uncharacterized protein	1.0	0.999	3	8	8	8	0	1	1	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	14677.15	10354.971	14011.975	0.0	0.0	0.0	0.0	17826.977	0.0	10792.087	45060.367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5PM73|W5PM73_SHEEP	W5PM73	W5PM73_SHEEP	UAP1	522	Ovis aries OX=9940	4:Protein predicted	UDP-N-acetylglucosamine pyrophosphorylase 1	0.9999	0.999	2	17	17	17	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	0	1	2	1	0	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	0	1	2	1	0	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	0	1	2	1	0	2	2	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19260.928	22319.14	24702.87	27249.76	20726.26	0.0	28461.508	20469.873	29211.387	0.0	20960.838	25990.191	0.0	20201.553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5PMA0|W5PMA0_SHEEP	W5PMA0	W5PMA0_SHEEP	AP2S1	142	Ovis aries OX=9940	3:Protein inferred from homology	AP complex subunit sigma	0.8188	0.9974	1	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	1	2	0	1	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18752.525	16273.738	18710.287	14895.172	0.0	14690.671	18677.541	16830.799	0.0	20515.713	17877.963	0.0	18000.805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5PMA3|W5PMA3_SHEEP	W5PMA3	W5PMA3_SHEEP	LOC101105094	240	Ovis aries OX=9940	3:Protein inferred from homology	Ribose-phosphate pyrophosphokinase 1-like	1.0	0.999	4	30	1	30	0	0	1	0	2	0	0	0	0	0	2	1	2	0	5	2	1	0	0	2	1	2	0	2	4	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	1	2	0	5	2	1	0	0	2	1	2	0	2	4	0	2	1	0.0	502511.4	471868.66	631300.8	393706.06	0.0	0.0	379524.44	439255.12	262606.8	465047.28	370230.22	14794.609	0.0	54200.414	35405.09	18014.39	18842.107	0.0	43155.08	26610.957	24224.691	0.0	42666.03	72356.39	0.0	39238.125	23213.203	0.0	0.0	43483.36	0.0	59824.52	0.0	0.0	0.0	0.0	0.0	61097.51	60450.227	0.0	0.0	124219.734	80459.086	0.0	0.0	0.0	99865.07	0.0	0.0	0.0	97017.72	124998.055	0.0	89302.484	0.0	
tr|W5PMB1|W5PMB1_SHEEP	W5PMB1	W5PMB1_SHEEP	SNX3	162	Ovis aries OX=9940	3:Protein inferred from homology	Sorting nexin-3	1.0	0.999	4	50	46	50	0	2	2	1	3	2	1	1	1	3	1	2	2	2	3	4	4	1	0	2	3	2	1	2	2	1	2	0	0	2	1	1	2	2	1	1	1	2	1	2	1	2	3	4	4	1	0	2	3	2	1	2	2	1	2	0	0	2	2	1	3	2	1	1	1	3	1	2	2	2	3	4	4	1	0	2	3	2	1	2	2	1	2	0	0.0	48202.45	30866.086	22094.639	65195.78	44453.13	35562.94	47197.797	22473.484	51420.72	35042.758	30473.025	48893.254	17404.303	50925.438	70726.39	53840.727	34984.48	0.0	63988.016	69831.36	58461.25	85033.62	23973.508	63150.793	27387.338	45496.367	0.0	0.0	32899.656	10823.745	0.0	25461.91	0.0	0.0	32464.457	0.0	26409.867	0.0	0.0	24296.568	0.0	34617.07	35842.734	36149.57	23958.566	0.0	42863.05	45191.086	39621.566	58219.48	0.0	43281.703	0.0	31348.154	0.0	
tr|W5PMC5|W5PMC5_SHEEP	W5PMC5	W5PMC5_SHEEP	RPL30	115	Ovis aries OX=9940	3:Protein inferred from homology	60S ribosomal protein L30	1.0	0.999	2	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	3	2	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16331.087	0.0	0.0	0.0	11902.532	0.0	15331.757	0.0	28561.793	15661.164	0.0	11736.295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5PMH1|W5PMH1_SHEEP	W5PMH1	W5PMH1_SHEEP	GSS	474	Ovis aries OX=9940	3:Protein inferred from homology	Glutathione synthetase	0.9204	0.999	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16439.174	0.0	17632.883	0.0	0.0	0.0	0.0	0.0	0.0	16971.229	15719.011	0.0	16252.668	17488.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5PMJ5|W5PMJ5_SHEEP	W5PMJ5	W5PMJ5_SHEEP	RBMX	392	Ovis aries OX=9940	4:Protein predicted	RNA binding motif protein X-linked	1.0	0.999	4	5	4	5	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	55319.625	0.0	0.0	0.0	87165.445	0.0	0.0	0.0	0.0	35372.395	0.0	0.0	78800.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131685.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5PMM2|W5PMM2_SHEEP	W5PMM2	W5PMM2_SHEEP	ERP44	406	Ovis aries OX=9940	4:Protein predicted	Endoplasmic reticulum protein 44	1.0	0.999	7	46	0	46	0	0	1	0	0	0	0	0	0	0	0	0	0	6	5	2	3	3	0	3	3	5	0	4	5	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	5	2	3	3	0	3	3	5	0	4	5	0	3	3	0.0	9010.602	12987.536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78109.2	62355.688	46773.492	60086.953	74188.0	0.0	58373.15	25646.664	40851.473	0.0	59702.023	67748.39	0.0	43388.42	38440.133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22047.559	24329.898	21300.906	24384.943	26465.426	0.0	22550.078	0.0	23952.074	0.0	21796.604	24868.525	0.0	22173.451	22458.273	tr|W5PMM5|W5PMM5_SHEEP
tr|W5PMM7|W5PMM7_SHEEP	W5PMM7	W5PMM7_SHEEP	PDIA3	449	Ovis aries OX=9940	3:Protein inferred from homology	Protein disulfide-isomerase	1.0	0.999	37	710	710	710	14	18	24	15	26	15	13	18	12	15	25	25	25	53	49	43	26	11	0	38	37	38	12	46	51	16	45	0	14	18	24	15	26	15	13	18	12	15	25	25	25	53	49	43	26	11	0	38	37	38	12	46	51	16	45	0	14	18	24	15	26	15	13	18	12	15	25	25	25	53	49	43	26	11	0	38	37	38	12	46	51	16	45	0	567252.3	632009.4	641576.7	653324.8	772679.06	620522.4	476270.4	544912.8	555069.7	378816.75	896673.5	649841.8	643347.6	1077916.4	1444881.2	1171585.2	990842.75	332709.53	0.0	1129636.2	1229808.8	1327218.9	1006415.8	1444184.6	1612852.8	506211.44	1600004.6	0.0	91534.58	83117.266	73832.43	81935.89	96558.45	94688.805	76715.93	83961.45	86948.5	70875.805	106972.086	91019.99	81862.72	99987.375	159681.28	128108.76	118836.32	47913.477	0.0	137938.12	141900.84	147631.98	138154.98	150864.8	175070.58	76166.35	151884.53	0.0	
tr|W5PMP1|W5PMP1_SHEEP	W5PMP1	W5PMP1_SHEEP	COTL1	142	Ovis aries OX=9940	4:Protein predicted	Coactosin like F-actin binding protein 1	1.0	0.999	11	105	105	105	0	1	2	1	3	2	0	1	1	1	2	4	1	8	8	7	6	10	0	6	4	5	2	7	8	1	5	9	0	1	2	1	3	2	0	1	1	1	2	4	1	8	8	7	6	10	0	6	4	5	2	7	8	1	5	9	0	1	2	1	3	2	0	1	1	1	2	4	1	8	8	7	6	10	0	6	4	5	2	7	8	1	5	9	0.0	20709.924	24565.283	17969.855	29306.807	36647.332	0.0	20131.803	20519.314	18061.756	44976.39	90013.12	27764.33	196904.2	186773.34	137855.5	108413.19	236876.67	0.0	153762.48	81319.09	122175.02	129770.89	114867.48	127562.96	17229.133	91654.164	241581.4	0.0	0.0	18512.45	0.0	19007.438	20475.113	0.0	0.0	0.0	0.0	28465.895	34784.098	0.0	43493.3	69206.516	42268.598	39879.273	78617.66	0.0	57590.707	34271.39	48644.383	66237.18	44297.72	54114.926	0.0	36791.88	71872.4	
tr|W5PMQ9|W5PMQ9_SHEEP	W5PMQ9	W5PMQ9_SHEEP	SAE1	346	Ovis aries OX=9940	3:Protein inferred from homology	SUMO1 activating enzyme subunit 1	1.0	0.999	2	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15162.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18566.398	15684.982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5PMR1|W5PMR1_SHEEP	W5PMR1	W5PMR1_SHEEP	LOC101108797	143	Ovis aries OX=9940	3:Protein inferred from homology	Hemoglobin subunit alpha-1/2	1.0	0.999	16	117	117	1040	0	12	0	1	0	0	1	0	0	0	0	5	10	36	0	8	0	22	0	0	2	3	0	10	7	0	0	0	0	12	0	1	0	0	1	0	0	0	0	5	10	36	0	8	0	22	0	0	2	3	0	10	7	0	0	0	0	76	0	41	0	0	54	0	0	0	0	72	88	211	0	55	0	127	0	0	60	86	0	109	61	0	0	0	0.0	114154.0	0.0	10118.251	0.0	0.0	13061.611	0.0	0.0	0.0	0.0	47230.98	74444.7	1602801.2	0.0	85895.78	0.0	796810.2	0.0	0.0	18245.182	42099.223	0.0	22330.467	44421.176	0.0	0.0	0.0	0.0	58150.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51730.707	81220.234	341319.28	0.0	122472.695	0.0	197733.81	0.0	0.0	0.0	34872.32	0.0	0.0	0.0	0.0	0.0	0.0	
tr|W5PMZ3|W5PMZ3_SHEEP	W5PMZ3	W5PMZ3_SHEEP	COL15A1	1375	Ovis aries OX=9940	4:Protein predicted	Collagen type XV alpha 1 chain	1.0	0.999	12	143	143	143	8	14	16	9	7	9	6	11	10	10	12	9	9	0	0	0	0	5	0	0	1	0	0	0	0	7	0	0	8	14	16	9	7	9	6	11	10	10	12	9	9	0	0	0	0	5	0	0	1	0	0	0	0	7	0	0	8	14	16	9	7	9	6	11	10	10	12	9	9	0	0	0	0	5	0	0	1	0	0	0	0	7	0	0	230444.42	297855.53	381314.4	325192.62	140936.53	273227.3	180783.1	318181.9	272150.38	256025.34	257775.47	221292.7	253392.77	0.0	0.0	0.0	0.0	95786.67	0.0	0.0	15344.9375	0.0	0.0	0.0	0.0	199694.45	0.0	6473.465	44726.637	45001.438	47964.066	48750.97	30235.246	47804.023	43022.426	53573.684	42851.49	51791.83	42593.01	42455.61	44211.15	0.0	0.0	0.0	0.0	23306.338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43065.08	0.0	0.0	
tr|W5PN02|W5PN02_SHEEP	W5PN02	W5PN02_SHEEP	PRAF2	174	Ovis aries OX=9940	3:Protein inferred from homology	PRA1 family protein	0.9205	0.999	1	13	13	13	0	1	2	0	0	2	1	2	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	1	2	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	1	2	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	22632.03	16034.54	14132.968	11410.426	18312.11	26882.008	31404.629	23473.326	0.0	31066.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
